Title,Pdf,Epub
Principles of Mobile Communication,https://link.springer.com//content/pdf/10.1007%2F978-3-319-55615-4.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-55615-4.epub
Experimentalphysik 2 Elektrizität und Optik,https://link.springer.com//content/pdf/10.1007%2F978-3-662-55790-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-55790-7.epub
Introduction to Logic Circuits & Logic Design with Verilog,https://link.springer.com//content/pdf/10.1007%2F978-3-319-53883-9.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-53883-9.epub
Electronics for Embedded Systems,https://link.springer.com//content/pdf/10.1007%2F978-3-319-39439-8.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-39439-8.epub
Exam Survival Guide: Physical Chemistry,https://link.springer.com//content/pdf/10.1007%2F978-3-319-49810-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-49810-2.epub
Bioinformatics for Evolutionary Biologists A Problems Approach,https://link.springer.com//content/pdf/10.1007%2F978-3-319-67395-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-67395-0.epub
Economics as Applied Ethics Fact and Value in Economic Policy,https://link.springer.com//content/pdf/10.1007%2F978-3-319-50319-6.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-50319-6.epub
"Communication and Bioethics at the End of Life Real Cases, Real Dilemmas",https://link.springer.com//content/pdf/10.1007%2F978-3-319-70920-8.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-70920-8.epub
Polymer Chemistry,https://link.springer.com//content/pdf/10.1007%2F978-3-662-49279-6.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-49279-6.epub
Correctional Counseling and Treatment,https://link.springer.com//content/pdf/10.1007%2F978-3-319-54349-9.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-54349-9.epub
Introduction to Logic Circuits & Logic Design with VHDL,https://link.springer.com//content/pdf/10.1007%2F978-3-319-34195-8.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-34195-8.epub
"Communication and Bioethics at the End of Life Real Cases, Real Dilemmas",https://link.springer.com//content/pdf/10.1007%2F978-3-319-70920-8.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-70920-8.epub
Fundamental Astronomy Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-662-53045-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-53045-0.epub
Introduction to Logic Circuits & Logic Design with VHDL,https://link.springer.com//content/pdf/10.1007%2F978-3-319-34195-8.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-34195-8.epub
Brewing Science: A Multidisciplinary Approach,https://link.springer.com//content/pdf/10.1007%2F978-3-319-46394-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-46394-0.epub
Principles of Microeconomics An Integrative Approach,https://link.springer.com//content/pdf/10.1007%2F978-3-319-57589-6.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-57589-6.epub
"Fundamentals of Biomechanics Equilibrium, Motion, and Deformation",https://link.springer.com//content/pdf/10.1007%2F978-3-319-44738-4.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-44738-4.epub
An Introduction to Machine Learning,https://link.springer.com//content/pdf/10.1007%2F978-3-319-63913-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-63913-0.epub
LaTeX in 24 Hours A Practical Guide for Scientific Writing,https://link.springer.com//content/pdf/10.1007%2F978-3-319-47831-9.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-47831-9.epub
Cardiovascular Biomechanics Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-46407-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-46407-7.epub
Introduction to Law Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-57252-9.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-57252-9.epub
Enterprise Risk Management Models,https://link.springer.com//content/pdf/10.1007%2F978-3-662-53785-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-53785-5.epub
Cosmology for the Curious,https://link.springer.com//content/pdf/10.1007%2F978-3-319-57040-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-57040-2.epub
Evidence-Based Critical Care A Case Study Approach Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-43341-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-43341-7.epub
Problems in Classical Electromagnetism 157 Exercises with Solutions,https://link.springer.com//content/pdf/10.1007%2F978-3-319-63133-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-63133-2.epub
Eye Tracking Methodology Theory and Practice,https://link.springer.com//content/pdf/10.1007%2F978-3-319-57883-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-57883-5.epub
Foundations of Quantum Mechanics An Exploration of the Physical Meaning of Quantum Theory,https://link.springer.com//content/pdf/10.1007%2F978-3-319-65867-4.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-65867-4.epub
Repetitorium Internistische Intensivmedizin Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-662-53182-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-53182-2.epub
Energy Economics Theory and Applications,https://link.springer.com//content/pdf/10.1007%2F978-3-662-53022-1.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-53022-1.epub
Mechanics and Thermodynamics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-27877-3.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-27877-3.epub
Teaching Medicine and Medical Ethics Using Popular Culture Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-65451-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-65451-5.epub
System Dynamics Modelling and Simulation,https://link.springer.com//content/pdf/10.1007%2F978-981-10-2045-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-981-10-2045-2.epub
Applied Quantitative Finance Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-662-54486-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-54486-0.epub
Introduction to Artificial Intelligence,https://link.springer.com//content/pdf/10.1007%2F978-3-319-58487-4.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-58487-4.epub
Introduction to Electronic Commerce and Social Commerce,https://link.springer.com//content/pdf/10.1007%2F978-3-319-50091-1.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-50091-1.epub
Foundations of Programming Languages,https://link.springer.com//content/pdf/10.1007%2F978-3-319-70790-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-70790-7.epub
"Robotics, Vision and Control Fundamental Algorithms In MATLAB® Second, Completely Revised, Extended And Updated Edition",https://link.springer.com//content/pdf/10.1007%2F978-3-319-54413-7.pdf
Grammar for Teachers A Guide to American English for Native and Non-Native Speakers,https://link.springer.com//content/pdf/10.1007%2F978-3-319-33916-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-33916-0.epub
The Data Science Design Manual,https://link.springer.com//content/pdf/10.1007%2F978-3-319-55444-0.pdf
Reactive Power Control in AC Power Systems Fundamentals and Current Issues Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-51118-4.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-51118-4.epub
"Energy Harvesting and Energy Efficiency Technology, Methods, and Applications Editors and affiliations",https://link.springer.com//content/pdf/10.1007%2F978-3-319-49875-1.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-49875-1.epub
"Höhere Mathematik in Rezepten Begriffe, Sätze und zahlreiche Beispiele in kurzen Lerneinheiten",https://link.springer.com//content/pdf/10.1007%2F978-3-662-54809-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-54809-7.epub
The Sea Floor An Introduction to Marine Geology,https://link.springer.com//content/pdf/10.1007%2F978-3-319-51412-3.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-51412-3.epub
Guide to Competitive Programming Learning and Improving Algorithms Through Contests,https://link.springer.com//content/pdf/10.1007%2F978-3-319-72547-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-72547-5.epub
Allgemeine und Spezielle Pathologie Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-662-48725-9.pdf
Concise Guide to Software Engineering From Fundamentals to Application Methods,https://link.springer.com//content/pdf/10.1007%2F978-3-319-57750-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-57750-0.epub
Statistics and Analysis of Scientific Data,https://link.springer.com//content/pdf/10.1007%2F978-1-4939-6572-4.pdf,https://link.springer.com//download/epub/10.1007%2F978-1-4939-6572-4.epub
Food Analysis Laboratory Manual,https://link.springer.com//content/pdf/10.1007%2F978-3-319-44127-6.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-44127-6.epub
Breast Cancer Innovations in Research and Management Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-48848-6.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-48848-6.epub
Leadership Today Practices for Personal and Professional Performance Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-31036-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-31036-7.epub
Design and Analysis of Experiments,https://link.springer.com//content/pdf/10.1007%2F978-3-319-52250-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-52250-0.epub
Food Analysis Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-45776-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-45776-5.epub
Guide to Computer Network Security,https://link.springer.com//content/pdf/10.1007%2F978-3-319-55606-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-55606-2.epub
Sustainable Supply Chains A Research-Based Textbook on Operations and Strategy Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-29791-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-29791-0.epub
"Introduction to Data Science A Python Approach to Concepts, Techniques and Applications",https://link.springer.com//content/pdf/10.1007%2F978-3-319-50017-1.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-50017-1.epub
Guide to Scientific Computing in C++,https://link.springer.com//content/pdf/10.1007%2F978-3-319-73132-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-73132-2.epub
Computational Physics Simulation of Classical and Quantum Systems,https://link.springer.com//content/pdf/10.1007%2F978-3-319-61088-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-61088-7.epub
Basics of Laser Physics For Students of Science and Engineering,https://link.springer.com//content/pdf/10.1007%2F978-3-319-50651-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-50651-7.epub
Verhaltensbiologie,""
"Analysis 2 Differentialrechnung im IRn, gewöhnliche Differentialgleichungen",""
Psychology of Perception,https://link.springer.com//content/pdf/10.1007%2F978-3-319-31791-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-31791-5.epub
Sustainability Science An Introduction Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-94-017-7242-6.pdf,https://link.springer.com//download/epub/10.1007%2F978-94-017-7242-6.epub
Multinational Management A Casebook on Asia’s Global Market Leaders Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-23012-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-23012-2.epub
Handbook of Consumer Finance Research Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-319-28887-1.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-28887-1.epub
Recommender Systems The Textbook,https://link.springer.com//content/pdf/10.1007%2F978-3-319-29659-3.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-29659-3.epub
Introduction to Plasma Physics and Controlled Fusion,https://link.springer.com//content/pdf/10.1007%2F978-3-319-22309-4.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-22309-4.epub
Neurologie Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-662-46892-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-46892-0.epub
Writing for Publication Transitions and Tools that Support Scholars’ Success,https://link.springer.com//content/pdf/10.1007%2F978-3-319-31650-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-31650-5.epub
Language Across the Curriculum & CLIL in English as an Additional Language (EAL) Contexts Theory and Practice,https://link.springer.com//content/pdf/10.1007%2F978-981-10-1802-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-981-10-1802-2.epub
"Physical Chemistry from a Different Angle Introducing Chemical Equilibrium, Kinetics and Electrochemistry by Numerous Experiments",https://link.springer.com//content/pdf/10.1007%2F978-3-319-15666-8.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-15666-8.epub
"Applied Behavior Analysis Fifty Case Studies in Home, School, and Community Settings",https://link.springer.com//content/pdf/10.1007%2F978-3-319-44794-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-44794-0.epub
Digital Image Processing An Algorithmic Introduction Using Java,https://link.springer.com//content/pdf/10.1007%2F978-1-4471-6684-9.pdf
"Physical Chemistry from a Different Angle Introducing Chemical Equilibrium, Kinetics and Electrochemistry by Numerous Experiments",https://link.springer.com//content/pdf/10.1007%2F978-3-319-15666-8.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-15666-8.epub
"Applied Behavior Analysis Fifty Case Studies in Home, School, and Community Settings",https://link.springer.com//content/pdf/10.1007%2F978-3-319-44794-0.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-44794-0.epub
Basic Concepts in Computational Physics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-27265-8.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-27265-8.epub
Fundamentals of Structural Engineering,https://link.springer.com//content/pdf/10.1007%2F978-3-319-24331-3.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-24331-3.epub
Irrigation and Drainage Engineering,https://link.springer.com//content/pdf/10.1007%2F978-3-319-05699-9.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-05699-9.epub
Time Series Econometrics,https://link.springer.com//content/pdf/10.1007%2F978-3-319-32862-1.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-32862-1.epub
Principles of Data Mining,https://link.springer.com//content/pdf/10.1007%2F978-1-4471-7307-6.pdf,https://link.springer.com//download/epub/10.1007%2F978-1-4471-7307-6.epub
Soziologie von Gesundheit und Krankheit Editors and affiliations,https://link.springer.com//content/pdf/10.1007%2F978-3-658-11010-9.pdf
The Nature of Scientific Knowledge An Explanatory Approach,https://link.springer.com//content/pdf/10.1007%2F978-3-319-33405-9.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-33405-9.epub
A Primer on Scientific Programming with Python,https://link.springer.com//content/pdf/10.1007%2F978-3-662-49887-3.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-49887-3.epub
Social Media Management Technologies and Strategies for Creating Business Value,https://link.springer.com//content/pdf/10.1007%2F978-3-319-21990-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-21990-5.epub
"Handbook of LGBT Elders An Interdisciplinary Approach to Principles, Practices, and Policies Editors and affiliations",https://link.springer.com//content/pdf/10.1007%2F978-3-319-03623-6.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-03623-6.epub
Statistical Learning from a Regression Perspective,https://link.springer.com//content/pdf/10.1007%2F978-3-319-44048-4.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-44048-4.epub
Physik für Ingenieure,https://link.springer.com//content/pdf/10.1007%2F978-3-662-49355-7.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-662-49355-7.epub
"Brownian Motion, Martingales, and Stochastic Calculus",https://link.springer.com//content/pdf/10.1007%2F978-3-319-31089-3.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-31089-3.epub
Introduction to Time Series and Forecasting,https://link.springer.com//content/pdf/10.1007%2F978-3-319-29854-2.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-29854-2.epub
Linear and Nonlinear Programming,https://link.springer.com//content/pdf/10.1007%2F978-3-319-18842-3.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-18842-3.epub
"Introduction to Statistics and Data Analysis With Exercises, Solutions and Applications in R",https://link.springer.com//content/pdf/10.1007%2F978-3-319-46162-5.pdf,https://link.springer.com//download/epub/10.1007%2F978-3-319-46162-5.epub
Cryptography Made Simple,https://link.springer.com//content/pdf/10.1007%2F978-3-319-21936-3.pdf
